id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
871022211103029845,Spacious and Bright Pet Friendly Suite in Oaklands,39952849,Matthew,Victoria,Oaklands,48.44793,-123.34371,Entire home/apt,,30,0,,,1,24,0,
871138702627229730,"Private space, blocks from the ocean & Cook St",17681415,Liza And Jaye,Victoria,Fairfield,48.41058678409831,-123.35126573289065,Entire home/apt,190,2,23,2024-06-25,6.57,1,106,23,45990
871171826560650613,Premium rooftop penthouse suite.,144301933,Urban Concierge Services Inc.,Victoria,Downtown,48.42918,-123.36718,Entire home/apt,255,90,0,,,6,318,0,
871933951300940840,Peaceful log home in the trees,340878371,Suesana,Sooke,Sooke,48.40303,-123.6948,Entire home/apt,,3,1,2023-08-08,0.09,1,0,1,
872039667937909655,Historic Apartment Built in 1891,112019210,Troy,Victoria,Downtown,48.4287009,-123.3706592,Entire home/apt,133,1,84,2024-04-29,5.79,3,45,61,44491
872537517772052658,The ‘Suite Retreat’ in the Trees,510684681,Marcia,North Saanich,North Saanich,48.690185734476685,-123.42773996293545,Entire home/apt,101,1,53,2024-06-24,3.91,1,331,48,
872592526465501946,1 bedroom suite next to nature park and trails,92487818,Matt,Saanich,Saanich,48.47831,-123.40438,Entire home/apt,123,2,22,2024-06-13,1.63,1,214,17,
872679188984775479,Fairfield suite,36948974,Sarah,Victoria,Fairfield,48.4171544,-123.3468417,Entire home/apt,110,90,3,2023-12-15,0.24,1,138,2,
872758287150052322,Victoria Vacation Home - 10 min walk to Mt Douglas,19753510,Golnaz,Saanich,Saanich,48.4879093,-123.3291717,Entire home/apt,486,2,14,2024-06-15,1.02,2,31,9,
873167045871130974,Wisteria House,62328816,Warren,Southern Gulf Islands,Southern Gulf Islands,48.840787444321066,-123.30811779006876,Entire home/apt,276,3,10,2024-06-25,0.85,1,215,10,
873361250135349106,Heart of Hearts downtown Victoria,195645342,Deidre,Victoria,Downtown,48.42725085954336,-123.36828787430883,Entire home/apt,144,29,5,2024-02-19,0.39,19,325,4,
874577410449389479,Edgy DT Urban Living at 989/w Parking/Pet +90,504655964,Jennifer,Victoria,Harris Green,48.4261404,-123.3570299,Entire home/apt,180,90,2,2023-10-30,0.20,1,326,2,
874802583365825084,Bears Den,94638376,Ben,Langford,Langford,48.4773375,-123.5256155,Private room,169,1,4,2023-09-07,0.28,1,227,2,
875355726928556569,Stay in View Royal,219516170,Kathleen,View Royal,View Royal,48.4544664,-123.4462706,Private room,110,2,24,2024-06-25,1.74,1,341,19,
875471291125807206,Suite Yates,483342993,Caroline,Victoria,Harris Green,48.425931676562755,-123.36015701293945,Entire home/apt,66,90,5,2024-01-28,0.45,1,191,5,
875593335509733093,East Sooke Forest Hideaway!,511291707,Ben,Juan de Fuca,Juan de Fuca,48.36457925703324,-123.6827407273485,Entire home/apt,135,1,17,2024-06-23,10.20,1,234,17,
875946771354436806,Too Sweet! Cheerful two bedroom/two bathroom suite,111317104,Geoff,Central Saanich,Central Saanich,48.56764351789249,-123.44590448851993,Entire home/apt,,3,13,2024-06-14,1.05,1,5,12,
876030272956748031,Modern Harbour View Luxury Condo,71032112,Patrick,Victoria,Victoria West,48.43002,-123.37738,Entire home/apt,194,90,4,2024-03-24,0.72,9,108,4,
876165222770291863,Waterfront Luxury Escape and Sauna,468784765,Josephine,Juan de Fuca,Juan de Fuca,48.36628810000001,-123.6765826,Entire home/apt,1000,2,7,2024-06-13,0.55,2,140,6,
876203766325014667,Victoria - Entire 3 Bedroom Seaside Home,161158092,Jacqui,Colwood,Colwood,48.4144533,-123.4922887,Entire home/apt,405,3,7,2023-09-11,0.60,1,14,7,
876335881255983590,Bright Top Floor Studio Apartment,70818294,Kavan,Victoria,Fairfield,48.41701,-123.3591,Entire home/apt,66,60,0,,,1,117,0,
876758332127874597,Premier Cozy One Bedroom Oasis,511549065,Natalie,Victoria,Downtown,48.4300365,-123.366438,Entire home/apt,,1,24,2023-10-02,1.74,1,0,14,
876819591314247136,Countryside Cottage Minutes From Airport,87177728,Aranza,North Saanich,North Saanich,48.69006,-123.45235,Entire home/apt,334,2,27,2024-06-17,2.00,2,138,19,
876845289374192208,The Lükout - Scandinavian Inspired Coastal Getaway,231123650,Chanda,Southern Gulf Islands,Southern Gulf Islands,48.77210223516949,-123.24273174150576,Entire home/apt,199,1,1,2024-06-16,1,1,236,1,
877597215445800966,Peaceful & relaxing getaway-2bedrm suite w/hot tub,506786625,Tory,Colwood,Colwood,48.44154,-123.49344,Entire home/apt,,2,13,2023-08-20,1.02,1,0,11,
877671567223221145,Amazing location! No car needed.,172589228,Cole,Saanich,Saanich,48.45127,-123.38305,Private room,101,29,15,2023-12-30,1.11,1,358,12,
877801556062032721,Fir Forest Tiny Home,25284976,Jen,Juan de Fuca,Juan de Fuca,48.3616818,-123.8090826,Entire home/apt,140,1,38,2024-06-23,2.91,2,136,34,
878219280260173691,Ocean and Mountain View Luxury Suite,9153672,Co-Hosts,Victoria,Downtown,48.42365,-123.36802,Entire home/apt,158,1,48,2024-05-02,3.40,42,175,34,44519
878436910517065698,Quail Peak Suites (B),84731989,Tanya,Juan de Fuca,Juan de Fuca,48.36744632742351,-123.6886615678668,Entire home/apt,135,1,68,2024-06-16,5.07,2,233,64,
878557260572126049,Quail Peak Suites (A),84731989,Tanya,Juan de Fuca,Juan de Fuca,48.36744632742351,-123.6886615678668,Entire home/apt,200,1,91,2024-06-27,6.84,2,234,80,
878600472068407147,Budget-Friendly spot Near DT- Ideal for Travelers,485099810,Katterine,Saanich,Saanich,48.44372,-123.39099,Private room,28,2,10,2024-06-23,0.92,2,28,10,
879176862466937896,"Great location! 2 bed condo, secure parking",421872890,IRIS Properties,Victoria,Downtown,48.42789,-123.36259,Entire home/apt,,1,11,2023-11-20,0.90,65,47,10,
880510580668894270,New Moon Lodge Bed and Breakfast,321949145,Lisa,Southern Gulf Islands,Southern Gulf Islands,48.7655396,-123.2901085,Private room,200,1,1,2023-06-14,0.08,1,290,0,
881222529233444950,Bright Character Home,6927292,Deborah,Victoria,James Bay,48.41492,-123.36988,Entire home/apt,,5,0,,,1,0,0,
881276579333568687,The Sooke Serene Suite,145880105,Stephanie,Sooke,Sooke,48.390507943778424,-123.721227273345,Entire home/apt,141,1,162,2024-06-27,11.44,1,227,142,
881399003329554548,"""The Original"" - Luxury Getaway with Pool and Gym",43314463,Rob&Jen,Victoria,Downtown,48.4227497,-123.3656045,Entire home/apt,552,90,68,2024-04-29,5.14,10,279,63,44490
881964849017154559,Cozy Sunset Room,229867759,Elena,Colwood,Colwood,48.4338174,-123.4959992,Private room,85,1,10,2023-10-01,0.72,1,87,8,
882757104263970463,SaltHeart Suite,512864654,David,Salt Spring Island,Salt Spring Island,48.8418392,-123.5019831,Entire home/apt,175,5,34,2024-06-23,2.45,1,116,22,
882887209143291220,Spacious basement suite in Victoria,87800230,Rainha,Saanich,Saanich,48.46443098276496,-123.41501085994999,Entire home/apt,136,2,38,2024-06-24,3.33,1,7,38,
882922990649175999,One Private Ensuite Bedroom in Cadboro Bay,461438810,Min Biao,Saanich,Saanich,48.46329,-123.29471,Private room,119,2,24,2024-06-24,1.78,3,87,17,
883193796299220819,Living peace on the ocean~Razmur,50851828,Marie Soleil,Salt Spring Island,Salt Spring Island,48.79057280574522,-123.5216730815182,Entire home/apt,358,2,0,,,1,89,0,
883454768567682609,Condo in Downtown,513011017,Anne,Victoria,Fairfield,48.422637115050335,-123.35395139599584,Entire home/apt,111,30,0,,,2,122,0,
884024896514963943,Heritage Loft in downtown with secure parking,421872890,IRIS Properties,Victoria,Downtown,48.42893,-123.36658,Entire home/apt,,1,18,2024-01-02,1.49,65,174,18,44224
884218090017542353,Clifftop Nest on Galiano,16825272,Carol,Southern Gulf Islands,Southern Gulf Islands,48.91106,-123.42428,Entire home/apt,190,2,42,2024-06-21,3.17,3,118,38,
884265967923333624,Heron's Nest ByThe Sea,17639269,Rob,Victoria,James Bay,48.41156,-123.37138,Entire home/apt,70,30,7,2024-05-13,0.56,1,183,6,
884700755321720621,Piper's Nest~Jordan River w/ Outdoor Clawfoot Bath,374596771,Rebecca,Juan de Fuca,Juan de Fuca,48.42820409999999,-124.0699149,Entire home/apt,202,2,91,2024-06-28,7.04,1,147,86,
884876639942589443,Spacious charming home near downtown EV Charger,36562899,Henson,Saanich,Saanich,48.45353,-123.36749,Entire home/apt,347,1,20,2024-06-27,1.49,3,67,15,
885068207935112247,One Private Ensuite Bedroom in Cadboro Bay,461438810,Min Biao,Saanich,Saanich,48.46462,-123.29445,Private room,119,2,20,2024-06-16,1.48,3,16,14,
886144423289702024,Beautiful Basement Suite - Sleeps Six,263774400,Romy,Salt Spring Island,Salt Spring Island,48.8921,-123.57152,Private room,250,2,1,2024-06-23,1,2,240,1,
886985203523865843,SuiteVista,513798082,Candice,Langford,Langford,48.460326251616586,-123.48109178245066,Entire home/apt,63,3,39,2024-06-25,4.27,1,269,39,
887014559564299123,"Modern, refreshing, new home, close to town!",26275153,Alina,Salt Spring Island,Salt Spring Island,48.83723,-123.49603,Entire home/apt,320,2,37,2024-06-25,3.29,1,5,37,
887050352780583573,A Woodpeckers Hollow,512484444,Steffany,Salt Spring Island,Salt Spring Island,48.89053,-123.50577,Entire home/apt,115,2,13,2024-05-19,0.96,1,136,11,
887767523272251399,Witts End,13636146,Derek,Metchosin,Metchosin,48.38863,-123.49947,Entire home/apt,121,2,40,2024-06-24,3.03,2,310,37,Exempt
887793960658346125,Modern Homelike Suite (1BR) - Full Kitch+ Sofa Bed,244435327,Garrett,Saanich,Saanich,48.4545,-123.38097,Entire home/apt,152,2,100,2024-06-24,7.35,1,38,88,
887807534475226826,City Caravan,433632103,Neah,Langford,Langford,48.45882,-123.49658,Entire home/apt,112,2,43,2024-06-20,3.29,1,57,37,
887826128193396885,New studio suite in central country setting.,513994540,Maggie,Saanich,Saanich,48.46738,-123.34355,Entire home/apt,139,1,30,2024-06-16,2.26,1,337,22,
888202729461144028,Cozy Fernwood garden bachelor suite,1911631,Treena,Victoria,Fernwood,48.43614,-123.3386,Entire home/apt,46,90,4,2024-04-25,0.29,1,142,3,
888368689669410134,2 bedroom Vacation House with Hot Tub!,40343172,Amber And Dave,Metchosin,Metchosin,48.407681479993705,-123.53952403819984,Entire home/apt,300,1,7,2024-06-19,0.52,4,282,5,
888677039708948651,Private Guest House Near Mt. Doug + Beaches,28424382,Erin,Saanich,Saanich,48.48779,-123.32251,Entire home/apt,182,3,11,2024-06-18,0.95,2,114,11,
888736125727537415,起点家庭旅馆,431057574,虎哥爱旅游,Saanich,Saanich,48.4851,-123.32581,Private room,,1,0,,,1,0,0,
888766588473639163,Harbour Walk Executive Condo,97464625,Emr,Victoria,Victoria West,48.43084,-123.39028,Entire home/apt,130,1,1,2023-09-30,0.11,25,137,1,
889210070461903677,Spacious Victoria Family Home,2811381,Sara,Victoria,Fairfield,48.41383,-123.34155,Entire home/apt,485,5,3,2023-12-30,0.28,1,30,3,44170
889216212533656308,Downtown Artist Retreat (Parking & Firepit),394606134,Ash,Victoria,Downtown,48.42506,-123.36234,Entire home/apt,,14,61,2024-04-30,4.67,1,0,53,
889801649535954468,Quiet Pvt Bedroom & Bathroom in Beautiful Langford,138210460,Gareth,Colwood,Colwood,48.44512,-123.4906,Private room,67,5,0,,,1,271,0,
889823927117479436,Gallery House,455118,Celia,Salt Spring Island,Salt Spring Island,48.86084919735035,-123.50001507000586,Entire home/apt,300,3,0,,,3,88,0,
889850470182014436,Studio on the beautiful Malahat!,514436801,Sudhir,Juan de Fuca,Juan de Fuca,48.521,-123.55647,Entire home/apt,247,1,2,2023-10-08,0.19,1,365,2,
889892511779482183,private king /queen suite west shore with soft tub,464819588,Angela,Langford,Langford,48.42301,-123.52082,Entire home/apt,400,2,12,2024-06-17,0.90,1,163,10,
890916893196039595,Surfer's Paradise Retreat /King Bed & Hot Tub,9638322,Judith,Sooke,Sooke,48.3700199,-123.733847,Entire home/apt,161,3,36,2024-06-26,2.71,1,126,33,
891426114415241630,"NEW Deluxe 2BR Haven: Spectacular Views, w/Parking",21376528,Lesley,Victoria,Harris Green,48.4251,-123.3571,Entire home/apt,,90,62,2024-04-29,5.28,6,0,62,
892004950216029629,Guest Suite 1 at The Boho,5490256,Tobin,Victoria,Fairfield,48.420170037386455,-123.35756731904908,Entire home/apt,181,2,44,2024-06-27,3.68,3,0,44,Exempt
892076586744781297,custom-built home private suite!,511561430,Gordy,Saanich,Saanich,48.4715279,-123.371146,Entire home/apt,128,1,47,2024-06-19,3.60,2,337,36,
892132933084804138,Modern apartment in Fernwood,20332776,Leah,Victoria,Fernwood,48.43561751388209,-123.34198793888287,Entire home/apt,77,30,1,2024-03-24,0.31,1,188,1,
892150662580216651,"Great location, well appointed downtown condo",421872890,IRIS Properties,Victoria,Downtown,48.42037,-123.36442,Entire home/apt,141,1,1,2023-06-30,0.08,65,237,1,
892228176605460124,Beautiful 3 bedroom. 4th BR by request & extra fee,96749795,Zainab,Saanich,Saanich,48.46272,-123.29078,Entire home/apt,,2,9,2024-02-19,0.71,2,0,8,
892278869874173662,"sunshine Beach 1 room, accommodate2 people",514430879,Lan,Langford,Langford,48.43182,-123.53564,Private room,88,1,9,2024-05-26,0.90,4,87,9,
892301485461343002,Luxury New Home w/Great View,2792104,Maxwells House,Langford,Langford,48.45907,-123.52012,Entire home/apt,927,1,35,2024-06-16,3.13,10,16,35,
892316939214670782,Gorgeous downtown condo!,94901574,Jonathan,Victoria,Downtown,48.42623,-123.36303,Entire home/apt,211,90,20,2024-05-16,1.56,1,301,17,
892335274407766045,Surf and the City,48958195,Kaleesha,Sooke,Sooke,48.3882,-123.73951,Entire home/apt,118,2,19,2024-06-09,1.42,1,284,15,
892699708397152082,2 bedrooms suite in Sooke,515037582,Wen-Chan,Sooke,Sooke,48.376,-123.75475,Private room,600,2,0,,,1,90,0,
892730756206491293,Ocean Breeze Suite - Your Victoria Home Base,10316819,Jennifer,Esquimalt,Esquimalt,48.42367806643549,-123.40970304519122,Entire home/apt,145,2,11,2024-06-27,4.71,1,103,11,
892760614944016355,Sunny-Side Suite,58785862,Jeremy,Saanich,Saanich,48.46435789505837,-123.3274582028389,Entire home/apt,139,3,37,2024-06-26,2.82,1,116,33,
892860350840884281,Luxurious Nature Retreat with Private Hot Tub,515086599,Peggy,Salt Spring Island,Salt Spring Island,48.89313,-123.53622,Entire home/apt,224,2,60,2024-06-26,4.66,1,116,57,
892885587568759008,Country Home on Garden Gate Drive,62682253,Matt,Central Saanich,Central Saanich,48.56267,-123.45189,Entire home/apt,784,4,1,2023-09-02,0.10,1,15,1,
893038438091309041,Victoria Modern Suite,44190098,Steven,Saanich,Saanich,48.47594,-123.34393,Entire home/apt,152,3,8,2024-06-14,0.76,1,330,8,
893340474646833744,Sylvan splendour on the shore of Finlayson Arm,418306656,Julia,Langford,Langford,48.494541593631965,-123.54985446638042,Entire home/apt,200,5,13,2024-06-10,1.11,2,237,13,
893596251255954443,Nettledown Bed and Breakfast,13630326,Serene,Salt Spring Island,Salt Spring Island,48.7794,-123.50514,Entire home/apt,274,2,66,2024-06-26,4.95,1,310,56,
893698504983186502,Gwawis  Suite,13108152,Amy & Josh,Salt Spring Island,Salt Spring Island,48.88775,-123.5756,Entire home/apt,141,2,7,2023-08-28,0.52,2,272,6,
893727683785800655,Embody Vancouver Island,486138531,Gordon,Sooke,Sooke,48.376364,-123.7394005,Entire home/apt,,3,13,2023-08-30,1.02,1,0,9,
893882626435409533,Stunning waterfront house(1～25people )2acres,429179083,Tongqi,Juan de Fuca,Juan de Fuca,48.35801,-123.70605,Entire home/apt,673,1,26,2024-06-20,2.20,5,298,26,
894177444371062141,"2 garden suites, private bathrooms & breakfast. K",48621707,Jon  And Caralyn,Southern Gulf Islands,Southern Gulf Islands,48.84137,-123.31061,Private room,153,2,30,2024-06-23,2.48,2,340,30,
894505804860464538,Parkside Townhouse in Ideal Location with Parking,421872890,IRIS Properties,Victoria,James Bay,48.41726,-123.36721,Entire home/apt,301,1,0,,,65,240,0,
894505823883437821,1 bed cozy condo in great location downtown,421872890,IRIS Properties,Victoria,Harris Green,48.4264,-123.35936,Entire home/apt,,1,0,,,65,0,0,
894805938652487872,Jenny’s Hide-Away,162683725,Jennifer,Sidney,Sidney,48.63931,-123.4138,Entire home/apt,100,1,57,2024-06-21,4.36,1,234,52,
894817025316313855,Bougie Community Livin' Comfort Plus; King Room,36364624,Michelle,Colwood,Colwood,48.4048832019843,-123.50302998718813,Private room,145,1,5,2023-09-17,0.44,6,354,5,
894817031332471553,"Bougie Community Livin' Comfort Plus, Queen Room",36364624,Michelle,Colwood,Colwood,48.40560002334903,-123.50386186756462,Private room,85,1,8,2024-06-20,0.74,6,351,8,
894817038006930825,Executive Residence,36364624,Michelle,Colwood,Colwood,48.40660640789181,-123.50309107701813,Entire home/apt,925,1,1,2024-06-23,1,6,346,1,
895566871823364191,Cozy 2 bdrm oceanfront,461445425,Subjit,Sooke,Sooke,48.38049,-123.69048,Entire home/apt,285,2,8,2024-05-26,0.66,3,328,8,
896451792768975986,Arbutus Breeze - Oceanfront Cottage,3320537,Charlie And Sheh,Southern Gulf Islands,Southern Gulf Islands,48.767087674995956,-123.3057553853409,Entire home/apt,532,3,10,2024-06-25,0.88,1,89,10,
896467566455802615,Bright Modern Luxurious Home by Thetis Lake 4BR2BT,56786184,Marie,Langford,Langford,48.46547,-123.48517,Entire home/apt,487,90,15,2024-06-25,1.28,2,32,15,
896600191699738053,Three bedrooms suite/private /mountain/ocean views,141786036,Guiming,Langford,Langford,48.45743917555661,-123.5200696423279,Entire home/apt,364,1,19,2024-06-25,1.54,1,324,18,
896601689764393945,3 Bedroom Bear Mtn. LUX Suite,162115718,Kip,Langford,Langford,48.47463329668567,-123.51175483245842,Entire home/apt,420,1,1,2023-07-23,0.09,8,6,1,
896995254833167883,Victoria ocean front vacation house 3beds/2Beths,61181988,Yang,Saanich,Saanich,48.49269,-123.31963,Entire home/apt,,2,10,2023-08-29,0.81,1,0,9,
897097271035329889,Oceanside Adventures,495894571,Michele,Sooke,Sooke,48.38894930121096,-123.66747838168136,Entire home/apt,293,1,55,2024-06-26,4.14,1,11,50,
897246952889561527,3 Bedroom Lux Bear Mountain Home,162115718,Kip,Langford,Langford,48.473848273946075,-123.51158892551264,Entire home/apt,398,1,1,2023-06-27,0.08,8,272,0,
897346055563335910,"Soulful Harbor Getaway (Top floor, king studio!)",155939308,Natalie,Victoria,Downtown,48.4287009,-123.3706592,Entire home/apt,,91,50,2024-04-29,4.14,1,143,50,44784
897351464537777250,Quiet Garden Suite in Langford - Free car charger　,85548361,Ryefield & Mayuko,Langford,Langford,48.42321140014448,-123.53040716649686,Entire home/apt,101,2,54,2024-06-27,4.49,1,17,54,
897416665968662500,Goldstone Guest House,198888063,Amanda,Langford,Langford,48.45107372368124,-123.47445240834963,Entire home/apt,256,3,13,2024-06-22,1.16,1,252,13,
898412775661470888,Garden Suite in Cedar Hill,25395352,Amanda & Troy,Saanich,Saanich,48.46318,-123.34322,Entire home/apt,249,2,6,2023-08-19,0.50,1,70,6,
898551487513500582,2 Bedroom Full Townhouse,97997367,Dina,Saanich,Saanich,48.459615,-123.371099,Entire home/apt,,30,0,,,1,0,0,
898696686373088272,"Modern condo, King Bed, Parking",421872890,IRIS Properties,Esquimalt,Esquimalt,48.42669,-123.40027,Entire home/apt,,30,1,2023-09-07,0.10,65,19,1,
898824591897570754,#115 Kings Road 1 Bedroom - Near Jubilee Hospital,331796551,Don,Victoria,North Jubilee,48.43923,-123.33339,Entire home/apt,106,91,1,2023-10-18,0.12,37,364,1,
899334848565122001,“The Nest”  Stylish 1200sqft Main Level,258988875,Anthony,North Saanich,North Saanich,48.67675,-123.42454,Entire home/apt,298,2,13,2024-06-27,1.07,2,304,13,
899408423722865250,"Cozy Cabin Family Suite, Sooke, BC",405082886,True Key,Sooke,Sooke,48.37403,-123.72181,Entire home/apt,236,2,12,2024-06-18,1.05,11,151,12,
899408473812288007,Cozy Cabin 1 Bdrm Suite w/ Kitchenette in Sooke,405082886,True Key,Sooke,Sooke,48.37633,-123.72191,Entire home/apt,206,99,2,2024-05-27,1.18,11,150,2,
899681024077553066,Sooke Coastal Loft | Sleeps 4 Guests,405082886,True Key,Sooke,Sooke,48.37553,-123.7224,Entire home/apt,223,3,2,2024-04-06,0.20,11,150,2,
899686139368507928,Mina&Alice seaside villa,516453506,Mason,Saanich,Saanich,48.4559481826402,-123.2682247232788,Entire home/apt,289,3,49,2024-06-23,3.91,2,298,48,
899971272696235818,Gorgeous waterfront mansion,9176808,Victoria Executive Rental,Saanich,Saanich,48.45118,-123.28019,Entire home/apt,1157,90,0,,,16,120,0,
899974898155620694,"2 garden suites, private bathrooms & breakfast . Q",48621707,Jon  And Caralyn,Southern Gulf Islands,Southern Gulf Islands,48.84182413518215,-123.31029693649292,Private room,153,2,13,2023-09-11,1.07,2,356,13,
900093269238825903,Life House Loft,396657487,Kalpana,Sooke,Sooke,48.3672675,-123.7326631,Entire home/apt,200,2,2,2024-06-13,0.86,1,155,2,
900158702926969025,The Apple House at Ruckle Farm,148405876,Marjorie & Mike,Salt Spring Island,Salt Spring Island,48.77226,-123.3776,Entire home/apt,100,2,4,2024-06-23,0.40,3,356,4,
900215930546380325,It located in Langford downtown.,354543954,Mukesh,Langford,Langford,48.45171,-123.50347,Private room,100,1,0,,,1,355,0,
900351404228788605,City Patio Victoria - Downtown w/ Free Parking,516767168,Toby,Victoria,Downtown,48.42825,-123.36245,Entire home/apt,83,1,60,2024-05-01,4.76,1,196,57,44727
900734299985859829,"Private Guest Suite, 1 BR 2BD, 1 BTH, Free parking",353523959,Ovi,Langford,Langford,48.40683007953887,-123.53258593974317,Entire home/apt,85,1,36,2024-06-16,2.76,1,74,32,
900735021054271879,Raylia Sleeping Cabin,8689202,Michele,Southern Gulf Islands,Southern Gulf Islands,48.84464,-123.27866,Entire home/apt,105,2,23,2024-06-16,1.76,2,352,21,
900762766760680687,Wow! Air Conditioned w/ King bed + $0 Cleaning Fee,503845400,Rest Coast,Langford,Langford,48.4443614,-123.5327043,Entire home/apt,,90,14,2024-04-30,1.07,2,40,9,
900967629264069361,A suite close University,218453501,Yingsong,Saanich,Saanich,48.47148,-123.31356,Entire home/apt,,1,0,,,3,0,0,
900998060048420177,Wonderful Home with Great View,2792104,Maxwells House,Langford,Langford,48.45934,-123.52038,Entire home/apt,1051,1,10,2024-06-22,0.93,10,239,10,
901032518485360060,The Time Machine Retro Retreat,5447906,Miranda,Sooke,Sooke,48.39255,-123.63384,Entire home/apt,106,1,60,2024-06-24,4.58,2,108,53,
902133690155986170,Beautiful New Home w/great view,2792104,Maxwells House,Langford,Langford,48.45856,-123.51869,Entire home/apt,567,1,5,2024-01-03,0.44,10,14,5,
902167447842756006,"Charming, Bright one room cabin.  Osprey #3",517176382,Lisa,Juan de Fuca,Juan de Fuca,48.55333,-124.4155,Entire home/apt,229,1,16,2024-06-23,1.42,5,344,16,
902188650359114243,Cozy Cabin - Osprey 4,517176382,Lisa,Juan de Fuca,Juan de Fuca,48.5531,-124.41509,Entire home/apt,229,1,11,2024-05-19,0.87,5,349,10,
902197336393620469,Bright and cozy duplex.  Osprey cabin #1,517176382,Lisa,Juan de Fuca,Juan de Fuca,48.55446,-124.41499,Entire home/apt,289,1,17,2023-10-01,1.40,5,340,17,
902204038167618125,Small family Cabin - Duplex Osprey 2,517176382,Lisa,Juan de Fuca,Juan de Fuca,48.55408,-124.41387,Entire home/apt,289,1,26,2024-05-20,2.15,5,330,26,
902218114361009105,Seaside - New Legal Stylish Suite + Private Yard,66799738,Sunmi,Colwood,Colwood,48.4127352,-123.4917307,Entire home/apt,148,2,39,2024-06-21,3.16,1,149,38,
902300872380480863,Charming 2-bedroom house.  Osprey,517176382,Lisa,Juan de Fuca,Juan de Fuca,48.55299,-124.41373,Entire home/apt,349,1,2,2023-08-13,0.18,5,338,2,
902839032917986827,D & G's Paradise,517251170,Glynis,Juan de Fuca,Juan de Fuca,48.37547,-123.84709,Entire home/apt,179,2,14,2024-04-11,1.11,1,245,13,
903170038092991790,Sunnyside At The Wade,32614142,Elite Vacation Homes,Victoria,Fernwood,48.42650826139541,-123.35279940895386,Entire home/apt,,89,0,,,56,0,0,
903489069957681570,Retirement 55+,34315109,Carol Ann,Victoria,Fairfield,48.407886712688395,-123.35587251931429,Private room,50,90,1,2024-06-12,1,26,365,1,
903650648809579239,Country Classic,250870293,Wendy,Central Saanich,Central Saanich,48.58046,-123.4297,Entire home/apt,336,3,11,2024-06-24,0.91,1,106,11,
903744243916526595,Down Town Studio,232147921,Heidi,Victoria,Fernwood,48.4241,-123.35198,Entire home/apt,75,90,4,2023-10-21,0.32,10,281,2,
903908573757004477,Great location in Victoria,88193836,Dana,Esquimalt,Esquimalt,48.42811800111351,-123.4163449332118,Entire home/apt,90,30,4,2024-06-02,0.36,1,164,4,
903978401058828777,"Carriage Home! King bed, kitchen, patio, 4KTV + AC",503845400,Rest Coast,Langford,Langford,48.4463419178109,-123.54533068835735,Entire home/apt,276,2,14,2024-06-17,1.10,2,79,9,
904203627140998114,Rustic artisan timber cabin in the woods.,482589405,Bryan,Juan de Fuca,Juan de Fuca,48.566562012644745,-123.4838632227539,Entire home/apt,179,2,13,2024-06-24,1.09,1,320,13,
904315909881964381,Cozy place to sleep .,74332692,Alana,Esquimalt,Esquimalt,48.44468,-123.402,Private room,60,1,0,,,2,271,0,
904541704893675653,Centrally located private suite in Sidney,381766861,Suseela,Sidney,Sidney,48.654,-123.4067,Entire home/apt,125,1,12,2024-06-28,0.99,1,10,12,
905000175594005716,Amenity Haven: Stylish Suite for Urban Escapes,474828238,Kyle,Langford,Langford,48.4611731,-123.497435,Entire home/apt,135,1,48,2024-06-28,3.77,1,56,46,
905019172552174076,Ocean and Mountain View Penthouse Studio,9153672,Co-Hosts,Victoria,Downtown,48.42901,-123.3696,Entire home/apt,121,1,55,2024-05-07,4.24,42,365,50,44688
905060196445398834,Modern West Coast Tiny Home,9056453,Darryl,Victoria,Gonzales,48.421886801589544,-123.32540109862236,Entire home/apt,175,29,15,2023-12-20,1.37,1,287,15,
905195308284907889,Stylish & Trendy VicWest Charmer,139711460,Stefan,Victoria,Victoria West,48.43309,-123.38499,Entire home/apt,,29,1,2023-07-31,0.09,1,0,1,
905361111813398977,MAPLE HAVEN•West Coast Wilderness Glamping Site,128732574,Chelsea,Sooke,Sooke,48.3967,-123.67128,Entire home/apt,200,2,11,2023-09-16,0.89,4,67,10,
905795051436945980,Santa’s Hut,369165680,Olga,Salt Spring Island,Salt Spring Island,48.9138,-123.55266,Entire home/apt,199,2,7,2023-09-25,0.58,1,31,7,
905898252682504153,Inner Harbour Victoria - 2bed Condo & Parking,3130309,Alan & Michelle,Victoria,Downtown,48.4214733,-123.3639115,Entire home/apt,100,91,34,2024-02-22,2.89,1,172,34,44968
906035533749681691,Cozy room. Lic. No. 28883,132055159,Marly,Saanich,Saanich,48.45326,-123.38164,Private room,67,2,36,2024-06-17,2.78,3,265,31,
906184758990973334,Guest Suite near the Lake,477001432,Elizabeth,Langford,Langford,48.4534802,-123.5312419,Entire home/apt,,4,13,2023-11-13,1.06,1,0,12,
906375932343341081,1910 home close to the ocean,56149998,Ed,Esquimalt,Esquimalt,48.42735,-123.40874,Entire home/apt,,30,23,2024-01-01,1.86,1,0,22,
906431783793892460,Stay in historic Rockland,109321122,John,Victoria,Rockland,48.42095,-123.34231,Entire home/apt,124,30,3,2024-06-01,0.32,1,325,3,
